yr,sero,strainID,coord1,coord2,coord3,is_missAG
2002,3,03135/02,0.31854247940007663,-0.6721650489864032,2.116336768179979,0
2003,3,01619/03,1.4265988066821145,0.089314142463243415,1.7018183644881504,0
2003,3,02208/03,0.8779226400532331,0.09427918728743812,1.1354065448867572,0
2004,3,00441/04,0.783859929336718,0.17446223432385538,1.46663122772522,0
2004,3,00602/04,0.9510368315579876,-0.4578083048944518,1.5727861464999235,0
2004,3,00991/04,0.980005270186766,-1.8309665390707568,2.0491826798209805,0
2004,3,01144/04,0.6162347477273236,-1.531848326922164,2.8489910753974854,0
2004,3,01184/04,1.100439176812446,-2.318697492802777,1.9577930972502064,0
2004,3,01393/04,-0.07492630874063641,0.4449091131413349,1.0553394300925576,0
2005,3,00806/05,1.6550964949078169,-0.25309025398952006,1.83927194100956,0
2005,3,01491/05,1.5398652001079711,-0.16177825822434694,1.322181976372479,0
2006,3,00018/06,-0.03598768345359945,1.2701174259521089,2.2161249824781364,0
2006,3,00588/06,1.7480151740327636,-2.0048188450642632,2.503226302874319,0
2006,3,01067/06,1.412776019978046,-2.220939945837216,2.032827581438323,0
2006,3,01128/06,1.4494960496806455,-1.976937490606117,2.5580237620172572,0
2006,3,01373/06,1.0398778644812836,-1.515137651279072,1.6298157734354308,0
2006,3,01375/06,3.115850693359603,-2.379620377838293,2.416143461932061,0
2006,3,02042/06,2.649148857734943,-1.029618175407811,1.8923469775887307,0
2006,3,02121/06,-0.9640955627356164,1.8300084200562292,2.7737909496508135,0
2006,3,02341/06,1.3873364798892802,-0.3618517462894485,1.8346957638250272,0
2006,3,02485/06,1.136061684122926,-1.7346020445172414,2.1577942450012055,0
2006,3,02678/06,2.2248216065243582,-1.551675170334418,1.8196920648475925,0
2006,3,02784/06,1.825861320530812,-2.720296232402863,2.522926048191256,0
2007,3,006.1,1.8299766171045766,-2.5488210566957807,1.7655101127326152,1
2007,3,266.1,1.986418390278561,-1.7782470076993406,2.1614591838609556,1
2008,3,01398/08,2.2471772142311073,-2.876702167554346,1.498192644026907,0
2009,3,00702/09,1.9667910071383607,-0.33989929042643874,1.7669444059693449,0
2009,3,01231/09,-0.08833585479105326,1.524144217781712,3.193615543354252,0
2010,3,00075/10,0.5499136060507848,-1.4236353080295818,2.243884964159671,0
2010,3,01385/10,3.0545358818779835,-2.031707071080289,2.6378683209772635,0
2010,3,01575/10,-0.841337036242635,-3.227838127930691,-1.8485561808354096,0
2010,3,01601/10,3.078232046111918,-0.2439641315147782,2.790462318475938,0
2011,3,00209/11,0.8787708336983339,-0.804528875653623,1.3231564779724765,0
2011,3,00323/11,3.168216222225165,-2.7028085338860017,1.985861897769262,0
2011,3,01035/11,3.937255634765754,-2.1893167002094156,2.659091258082141,0
2011,3,01278/11,2.9028543778055305,-1.230593910266006,2.244050981641078,0
2012,3,00608/12,3.4731781301724887,-2.355702209740565,2.4351998867298414,0
2012,3,00817/12,2.800755936066086,-0.1272930469544611,1.9243367719605573,0
2012,3,01094/12,3.2592240588410184,-2.5046220702602255,2.1175018139172517,0
2012,3,01106/12,1.5991613194301373,-2.6676880606543163,2.7814865271659905,0
2013,3,00065/13,0.7992339127572241,-2.775175900050434,2.283086285596836,0
2013,3,00693/13,3.500747311250572,-2.409859849929572,2.254928797164079,0
2013,3,00695/13,3.4811423244640545,-2.614232668399513,1.9070464007170604,0
2013,3,00910/13,3.095789322756754,-2.2295866544929757,2.460512282109547,0
